epoch,train_loss,valid_loss,acc_seg,diceComb,diceLV,diceMY,time
1,2.0802485942840576,2.8416357040405273,0.9958915114402771,0.8721809983253479,0.8436878323554993,0.8024835586547852,00:16
2,2.1076958179473877,2.585707426071167,0.9964485764503479,0.8882635831832886,0.8568530678749084,0.8159530162811279,00:16
3,2.0036070346832275,2.60503888130188,0.9963700771331787,0.8863420486450195,0.85528564453125,0.8151993155479431,00:16
4,2.0876073837280273,2.546298027038574,0.9964367151260376,0.8915192484855652,0.8609813451766968,0.8193545937538147,00:16
5,2.032747745513916,2.535494565963745,0.9964947700500488,0.8834496736526489,0.8685523271560669,0.8105700612068176,00:16
6,2.2056593894958496,2.6089723110198975,0.9964509606361389,0.879452109336853,0.8619676828384399,0.807892918586731,00:16
7,2.1813712120056152,2.7610864639282227,0.9962703585624695,0.8702496886253357,0.852645754814148,0.7983015775680542,00:16
8,2.18759822845459,2.7169189453125,0.9963410496711731,0.8753055334091187,0.8575015068054199,0.8036118745803833,00:16
9,2.2776572704315186,2.7043488025665283,0.9962857365608215,0.8750212788581848,0.8548818826675415,0.8032225966453552,00:16
epoch,train_loss,valid_loss,acc_seg,diceComb,diceLV,diceMY,time
0,2.1728053092956543,2.6720807552337646,0.9963818788528442,0.8760879635810852,0.8576624989509583,0.8043122291564941,00:16
1,2.175403594970703,2.7072947025299072,0.9962679147720337,0.882874608039856,0.8476410508155823,0.8098700642585754,00:16
2,2.101846933364868,2.7253987789154053,0.9962754845619202,0.8837610483169556,0.845221221446991,0.8104304671287537,00:16
3,2.268449306488037,2.612583637237549,0.9964163303375244,0.8806114196777344,0.8607397079467773,0.8091115951538086,00:16
4,2.181572914123535,2.916246175765991,0.9957733154296875,0.8645984530448914,0.8411829471588135,0.7954795956611633,00:16
5,1.9905550479888916,2.8102383613586426,0.9961767196655273,0.8717855215072632,0.8508057594299316,0.8036103248596191,00:16
6,2.0986011028289795,3.05865740776062,0.9955472350120544,0.8557379841804504,0.8298503160476685,0.7889748811721802,00:16
7,2.2177138328552246,2.9487924575805664,0.9957455396652222,0.8620715141296387,0.8376444578170776,0.7949634194374084,00:16
8,2.0831212997436523,2.8879473209381104,0.9958769679069519,0.8631402254104614,0.8448827266693115,0.7953252792358398,00:16
9,2.10262393951416,2.755232810974121,0.9962726831436157,0.8731963038444519,0.8559018969535828,0.8052957653999329,00:16
epoch,train_loss,valid_loss,acc_seg,diceComb,diceLV,diceMY,time
0,2.091311454772949,2.8097922801971436,0.9961485266685486,0.8687192797660828,0.8531994819641113,0.801064670085907,00:16
1,2.1037960052490234,2.6779329776763916,0.9964713454246521,0.8677472472190857,0.8637478947639465,0.7976155281066895,00:16
2,2.029388427734375,2.6686508655548096,0.9964425563812256,0.8729596138000488,0.8586664795875549,0.803889811038971,00:16
3,2.008866786956787,2.558746337890625,0.9965828061103821,0.8769674301147461,0.8702856302261353,0.8058183789253235,00:16
4,2.0029263496398926,2.5049691200256348,0.9966904520988464,0.8851428627967834,0.8699499368667603,0.81296706199646,00:16
5,2.017380714416504,2.6305956840515137,0.9964963793754578,0.8801074624061584,0.862499475479126,0.8095142245292664,00:16
6,2.0401723384857178,2.6091530323028564,0.9964343309402466,0.8790566921234131,0.8652074337005615,0.8094115853309631,00:16
7,2.021512746810913,2.6192524433135986,0.9965052604675293,0.8784047961235046,0.870161235332489,0.8077566623687744,00:16
8,1.9353365898132324,2.6067185401916504,0.9964665174484253,0.8766843676567078,0.8687880039215088,0.8062512278556824,00:16
9,1.9416412115097046,2.607707977294922,0.9965065121650696,0.8791489005088806,0.8704701066017151,0.8091648817062378,00:16
epoch,train_loss,valid_loss,acc_seg,diceComb,diceLV,diceMY,time
0,2.023226499557495,2.572559356689453,0.9965526461601257,0.8791149854660034,0.8699551224708557,0.809319019317627,00:16
1,2.0366244316101074,2.5084962844848633,0.9967859983444214,0.8857134580612183,0.8717249631881714,0.8154178261756897,00:16
2,2.047584056854248,2.540461301803589,0.9965552687644958,0.8903738260269165,0.8635339736938477,0.8198946118354797,00:16
3,1.9719780683517456,2.4618124961853027,0.9967450499534607,0.8917828798294067,0.8686559200286865,0.8198651075363159,00:16
4,1.8800036907196045,2.5153632164001465,0.9967198371887207,0.8832088708877563,0.8737106323242188,0.8126238584518433,00:16
5,1.949209451675415,2.4406871795654297,0.9966535568237305,0.8889031410217285,0.8732941746711731,0.8174460530281067,00:16
6,1.96371591091156,2.460742950439453,0.9967125058174133,0.8897613883018494,0.8758504390716553,0.8171176314353943,00:16
7,1.956912636756897,2.4739065170288086,0.9966909289360046,0.8902255892753601,0.8678237795829773,0.8187499046325684,00:16
8,1.862747073173523,2.4515326023101807,0.9966704845428467,0.8938502669334412,0.8674694895744324,0.8219289183616638,00:16
9,1.94101881980896,2.461961269378662,0.9966962337493896,0.8919364213943481,0.8679453730583191,0.8203454613685608,00:16
epoch,train_loss,valid_loss,acc_seg,diceComb,diceLV,diceMY,time
0,1.9567022323608398,2.4535748958587646,0.9967057704925537,0.8930906653404236,0.8671508431434631,0.8220877647399902,00:16
1,1.9560102224349976,2.5277833938598633,0.9965991377830505,0.8909169435501099,0.8599998354911804,0.8202465772628784,00:16
2,2.0586986541748047,2.6142990589141846,0.9965155720710754,0.8809345364570618,0.8592965006828308,0.8098078966140747,00:16
3,2.019188642501831,2.5711278915405273,0.9965522289276123,0.8864070177078247,0.8609480261802673,0.8136647343635559,00:16
4,2.097137928009033,2.648463726043701,0.9964736104011536,0.8815731406211853,0.853742778301239,0.811306357383728,00:16
5,2.058990716934204,2.6725077629089355,0.996509313583374,0.8816083073616028,0.8506737947463989,0.8112729787826538,00:16
6,2.2128496170043945,2.8230934143066406,0.996326744556427,0.8730315566062927,0.8405497670173645,0.8029471635818481,00:16
7,2.148922920227051,2.7941293716430664,0.9963239431381226,0.8763021230697632,0.8409042358398438,0.8059635758399963,00:16
8,2.306854486465454,2.6814587116241455,0.9964852929115295,0.8815888166427612,0.8492552042007446,0.8114928603172302,00:16
9,2.118173122406006,2.6908626556396484,0.9964821934700012,0.881290078163147,0.8486568331718445,0.8111153244972229,00:16
epoch,train_loss,valid_loss,acc_seg,diceComb,diceLV,diceMY,time
0,2.3553807735443115,2.7327282428741455,0.9964411854743958,0.8753503561019897,0.8493909239768982,0.8049920797348022,00:16
1,2.1142969131469727,2.8491408824920654,0.9961996078491211,0.8726483583450317,0.8392506241798401,0.801487922668457,00:16
2,2.2148449420928955,2.8822760581970215,0.9961678385734558,0.8734957575798035,0.834069550037384,0.8017178177833557,00:16
3,2.2586121559143066,2.7363619804382324,0.9964596629142761,0.8774386644363403,0.8477742075920105,0.8065393567085266,00:16
4,2.0334062576293945,2.823655128479004,0.9962940812110901,0.8740409016609192,0.8488626480102539,0.8023560047149658,00:16
5,1.9986618757247925,2.783937454223633,0.9963628053665161,0.8732994794845581,0.8457808494567871,0.8024020195007324,00:16
6,2.1305482387542725,2.8938615322113037,0.9961262941360474,0.8703718185424805,0.8375933170318604,0.7987215518951416,00:16
7,2.0613903999328613,2.9111859798431396,0.9961475729942322,0.8659775257110596,0.8371873497962952,0.7955856919288635,00:16
8,2.0944747924804688,2.9027345180511475,0.9961655735969543,0.8661932945251465,0.8375042080879211,0.7960114479064941,00:16
9,2.205919027328491,2.90295672416687,0.9961947798728943,0.8664644956588745,0.8373895287513733,0.796237587928772,00:16
epoch,train_loss,valid_loss,acc_seg,diceComb,diceLV,diceMY,time
0,2.1690685749053955,2.9146862030029297,0.9961773157119751,0.86546790599823,0.8370539546012878,0.7949765920639038,00:16
1,2.1788196563720703,2.9208858013153076,0.9962571859359741,0.8637555241584778,0.8379204869270325,0.7931846976280212,00:16
2,2.1707816123962402,2.9216861724853516,0.9962684512138367,0.865975558757782,0.8365897536277771,0.7946860790252686,00:16
3,2.002047538757324,2.8578410148620605,0.9963274002075195,0.8659563660621643,0.8438120484352112,0.7952329516410828,00:16
4,1.9879238605499268,2.636996269226074,0.9965912699699402,0.8836494088172913,0.8531250953674316,0.8131914734840393,00:16
5,1.9331573247909546,2.6108412742614746,0.996583878993988,0.8857712149620056,0.8601326942443848,0.8141807913780212,00:16
6,2.058368682861328,2.6259243488311768,0.9964905977249146,0.8861781358718872,0.852315366268158,0.8152631521224976,00:16
7,2.0291800498962402,2.6325740814208984,0.9964794516563416,0.8872395157814026,0.8508022427558899,0.8166396021842957,00:16
8,2.0207953453063965,2.6676690578460693,0.9964419603347778,0.882220447063446,0.8511842489242554,0.8115137815475464,00:16
9,2.0313360691070557,2.7146801948547363,0.9964602589607239,0.8822431564331055,0.8481350541114807,0.8116861581802368,00:16
epoch,train_loss,valid_loss,acc_seg,diceComb,diceLV,diceMY,time
0,2.036205291748047,2.707864999771118,0.9964342713356018,0.881883442401886,0.8467773795127869,0.8109919428825378,00:16
1,2.136371612548828,2.696357250213623,0.9963763952255249,0.8790978193283081,0.84957355260849,0.8093886971473694,00:16
2,2.1126596927642822,2.7333781719207764,0.996496856212616,0.8796662092208862,0.8527597188949585,0.8085545301437378,00:16
3,2.0609467029571533,2.7624409198760986,0.9963500499725342,0.8761233687400818,0.8463853597640991,0.8043673038482666,00:16
4,2.1267142295837402,2.7816684246063232,0.9962963461875916,0.8728269934654236,0.845752477645874,0.802693784236908,00:16
5,2.410287857055664,2.925734519958496,0.996193528175354,0.869622528553009,0.8420551419258118,0.7943698763847351,00:16
6,2.057405471801758,2.6599647998809814,0.9964325428009033,0.8756412863731384,0.8683033585548401,0.8046747446060181,00:16
7,2.1421003341674805,2.6137428283691406,0.9964566230773926,0.8748315572738647,0.8661323189735413,0.8032987117767334,00:16
8,2.093920946121216,2.504509687423706,0.9965840578079224,0.87936931848526,0.8750767111778259,0.8078026175498962,00:16
9,1.996058702468872,2.576630115509033,0.9965119957923889,0.8746919631958008,0.8706926107406616,0.8033565878868103,00:16
epoch,train_loss,valid_loss,acc_seg,diceComb,diceLV,diceMY,time
0,2.0061442852020264,2.5996925830841064,0.9965079426765442,0.8792880773544312,0.8668853640556335,0.8072309494018555,00:16
1,2.030158519744873,2.525010347366333,0.9965904355049133,0.8827582597732544,0.8731926083564758,0.8117896318435669,00:16
2,1.9916363954544067,2.7658824920654297,0.9964350461959839,0.8750885128974915,0.8473476767539978,0.8031694889068604,00:16
3,2.0218472480773926,2.589664936065674,0.9966182112693787,0.8896613121032715,0.8539171814918518,0.8185593485832214,00:16
4,2.088379383087158,2.6488428115844727,0.9963722229003906,0.8854024410247803,0.8526464700698853,0.8140663504600525,00:16
5,2.00174880027771,2.6881959438323975,0.9965379238128662,0.8867135047912598,0.8450531959533691,0.8149206638336182,00:16
6,1.9500812292099,2.7906689643859863,0.9963662624359131,0.8774246573448181,0.8412715196609497,0.8060829639434814,00:16
7,1.9396157264709473,2.775339126586914,0.9963839650154114,0.8780570030212402,0.8422608971595764,0.8072382807731628,00:16
8,1.9899446964263916,2.814762592315674,0.9963468909263611,0.8782618045806885,0.8366387486457825,0.807662308216095,00:16
9,2.0464248657226562,2.8185253143310547,0.9963027834892273,0.8776676058769226,0.8370919823646545,0.8067944645881653,00:16
